client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
041ed5fcab5c90c4c0fc444f02da9438d66262b2cae49bf7894ec9f095d0601c3297cbcfa3e069927ab54cf2b233f72ab230358cd24133277ddf9f9f8149b224	common_voice_de_21902538.mp3	Hei	0	2	twenties	male	germany	de	Benchmark
65e4db551f3892e439dcc7a1714efccd1166701f881a09dcebdaef42e6a24e97212d4a2af1416e119fd1747bf6a9d7c6e8a82f08e5833b11bbb3595e15c42ee4	common_voice_de_21906570.mp3	sechs	0	2	thirties	female	italy	de	Benchmark
65e4db551f3892e439dcc7a1714efccd1166701f881a09dcebdaef42e6a24e97212d4a2af1416e119fd1747bf6a9d7c6e8a82f08e5833b11bbb3595e15c42ee4	common_voice_de_21906574.mp3	nan	1	2	thirties	female	italy	de	Benchmark
88bc8713377f8930ce83f252ebf476581aee1271902c8de3a420bfc6e3bbeedbbb11ba67d37b5981b020afca911daf7f0fe6d026033930c043c6d6395b485eba	common_voice_de_21907570.mp3	Hei	1	2	twenties	male		de	Benchmark
13c3fc600644ab75a749ec4d99aac81426ee2b5d45b5cfc1744a5504a5a3e72e2eab231944619538021cda51b7a0f5c9c28c9821b340bf463247736bb6ef2bce	common_voice_de_21910146.mp3	Hei	1	2	twenties	male	germany	de	Benchmark
f4401585cc0835c3598dcab948fa2162169afe88f39e6e059860aed172c71f3ba53746d0f140e834b7f9746846e2f43730494d3b17558ba022b578c2ec5ce5f8	common_voice_de_21912933.mp3	zwei	0	2				de	Benchmark
1b249c02d8cc03b1960c5a17a501eb82434ecbc3a52dbcd801f76eaf89d8c03cad7dbc18f474763308070e14d39fa1d8f4e28fde26ee20cf028e13ea4b778dd3	common_voice_de_21916134.mp3	neun	1	2	twenties	male	switzerland	de	Benchmark
4504a7f522fed14a38c17ba0eff36ae6628a27910b8689a1676d28d579769947eaa39ca190ca83b08800a0cfa9e11effa430bedeb8345c7fb4c488559ca75997	common_voice_de_21917498.mp3	fünf	0	2	twenties	male	germany	de	Benchmark
5e31ff0a104f4b5fee3b644fca2635d1370f373593d331dc890aa9050019e2f04e036ed619d843cae825ef0127a5c23fa2870d91c70b5f3b63e095cd5dbff547	common_voice_de_21921333.mp3	Hei	1	2	twenties	male	germany	de	Benchmark
7ddecc43bc319c812a2dba937da72395de4555ae6a27f164e331762295e3240dddaaf3242817ba00e8da6db76c88eaf0916507a99235c0e2013386970bdf8925	common_voice_de_21924622.mp3	Hei	1	2				de	Benchmark
cb79fb9ae5b06b0c6ec245b6c2f5aaeacf44e8128c2e21ab6f3021123c9379e9bfa2abf5af1bee7af40ef2c358adb1e2e7726e888fa462a693e4b7466b6e7c07	common_voice_de_21928130.mp3	acht	0	2	twenties	male		de	Benchmark
9186599b68b234abdbaa87de3ffbf1a304981444039b0f4dca5e673dda98508b76d055f33e02e5669268e3e390f9917638941167f4b70e4475b5aab0a411c778	common_voice_de_21928144.mp3	sechs	1	2	teens	male		de	Benchmark
cb79fb9ae5b06b0c6ec245b6c2f5aaeacf44e8128c2e21ab6f3021123c9379e9bfa2abf5af1bee7af40ef2c358adb1e2e7726e888fa462a693e4b7466b6e7c07	common_voice_de_21928152.mp3	neun	0	2	twenties	male		de	Benchmark
f00604edd0e5a63dd79a6594afdaabb215ee0beb00f570933ac0bd35ac99277d6938f96eb76d87e2ebd1f15f6c81af4e3d1dc32cbefb7db080c60da484a80a28	common_voice_de_21928718.mp3	neun	1	2	twenties	male	austria	de	Benchmark
786909d963870e77e38d0d8a81521b77fedfdf3faac66d6b5ad7621eb2c96f8303367a3d3a479bb8664fe4417c5a142d8dcadbeda8cbe017af462d75cd3d992f	common_voice_de_21933714.mp3	sechs	0	2				de	Benchmark
710563b1f1a1f4c37f6fbf58026be6314fa2ea9893fdde194083fde6c0b4f81cb94790ff9cb9ae3b3d742898f512355b342fa1feb6ee82b4a9f8adf27e14d17a	common_voice_de_21934333.mp3	Hei	1	2	twenties	male	germany	de	Benchmark
65e4db551f3892e439dcc7a1714efccd1166701f881a09dcebdaef42e6a24e97212d4a2af1416e119fd1747bf6a9d7c6e8a82f08e5833b11bbb3595e15c42ee4	common_voice_de_21936290.mp3	drei	0	2	thirties	female	italy	de	Benchmark
ef179d063ca518cf9ee21862047625bb1b980572566e99c05935607b612b5725e6f6140474f9e0e68917164fe1ba06bfebc4c4c05d5f955bb6a1c3eec88bbfbd	common_voice_de_21944565.mp3	fünf	0	2				de	Benchmark
ef179d063ca518cf9ee21862047625bb1b980572566e99c05935607b612b5725e6f6140474f9e0e68917164fe1ba06bfebc4c4c05d5f955bb6a1c3eec88bbfbd	common_voice_de_21944570.mp3	zwei	0	2				de	Benchmark
ef179d063ca518cf9ee21862047625bb1b980572566e99c05935607b612b5725e6f6140474f9e0e68917164fe1ba06bfebc4c4c05d5f955bb6a1c3eec88bbfbd	common_voice_de_21944573.mp3	eins	0	2				de	Benchmark
c18bfdd7e033d2cd986491533d1994cfb173323fd82c68d453beb3da836ed6796e43bb6d7fc693bc962b2225b09747474337ceda8dffb90df6ae81a6ffda0758	common_voice_de_21945489.mp3	drei	0	2				de	Benchmark
c18bfdd7e033d2cd986491533d1994cfb173323fd82c68d453beb3da836ed6796e43bb6d7fc693bc962b2225b09747474337ceda8dffb90df6ae81a6ffda0758	common_voice_de_21945491.mp3	nein	0	3				de	Benchmark
f3ce5a875d73f47c0225245f3479bfe066b7413b4120a96d6fb915b24a7e3e8410a1a07a6354db2cf4ef078c57cf4cd617ffba48a51f363022abd3539733dc5e	common_voice_de_21945947.mp3	Hei	0	2				de	Benchmark
1857fac8c55586b6a28009dcf8566bd7a5331eda3ce4dd4867bc844255d3b3b18b0052db0554d28ead09de487c4817d27574155b12247a550774529563516fcb	common_voice_de_21946480.mp3	Firefox	0	2				de	Benchmark
98ef600d12b0390b6e80c8508154a018ae0953198cace0194a83cada3276a060c6e4cd2dd1c1eeec9d2618ef87de247e7f66933b17b7dd6faa8377f7d3713560	common_voice_de_21946942.mp3	sechs	0	2	twenties	male	germany	de	Benchmark
92dedb6ea9262beab96b84d1ee26066c1db28276f04f7180f9b6038b789a8f141ca0dacc75414b8c9dd3d4421937ed32e015306d8cf9e0ed53340656b7245533	common_voice_de_21948000.mp3	drei	0	2				de	Benchmark
7f3352e04221b9f713fa5a5adb6fd7ea36e8966c3157e52887f26dfd0a2216e702cfa8036f0df954ef979ca04317675cfd23ab43503f07e3c0be1bc95a7b4c87	common_voice_de_21948202.mp3	Hei	1	2				de	Benchmark
444d4ddb20edad3263bd59dd098b15df28c6c27375f6f3332153dd59cb39416648328561a10de7a244a6e5451ad61879ed735d49d6481fe7f5938bfc2d599dd0	common_voice_de_21948400.mp3	sieben	1	2				de	Benchmark
444d4ddb20edad3263bd59dd098b15df28c6c27375f6f3332153dd59cb39416648328561a10de7a244a6e5451ad61879ed735d49d6481fe7f5938bfc2d599dd0	common_voice_de_21948402.mp3	nein	0	2				de	Benchmark
444d4ddb20edad3263bd59dd098b15df28c6c27375f6f3332153dd59cb39416648328561a10de7a244a6e5451ad61879ed735d49d6481fe7f5938bfc2d599dd0	common_voice_de_21948404.mp3	Firefox	0	3				de	Benchmark
cdd129aaf7915c5e96c6be3ae60baa2284876878633fe1e39175dd488f897c999e1a6753684bc8c1e65aa5cf13d49ead5e395e0006be13fd64a23b5a8cadaec4	common_voice_de_21948497.mp3	Hei	0	2				de	Benchmark
0d6574af672b49fda2dc7219bd16314f747eeea7aac4224186f2bd1c721f2fa5961f951e9a676f0a801da56634f44e79f5c6890633dadef81a950a95afcfc6f9	common_voice_de_21948704.mp3	Firefox	1	2				de	Benchmark
0d6574af672b49fda2dc7219bd16314f747eeea7aac4224186f2bd1c721f2fa5961f951e9a676f0a801da56634f44e79f5c6890633dadef81a950a95afcfc6f9	common_voice_de_21948705.mp3	nein	0	2				de	Benchmark
a3fcd3ce1526d51a3777eafaabf2990aae8b830693a0e9d568bb9f2cb301c686e0be0fde200e93dccdc90520c3eadc546eadb0bb8ce501e472481d615ae11b29	common_voice_de_21949080.mp3	Firefox	0	2				de	Benchmark
65bf127c2b12aa3970bf5e3a4e2a07f835fff1dc3e25fe91c3eb675103ac491d310f035e5a392349495c843a11585138959ff18a2486f25b1f0dedd1560835ee	common_voice_de_21949174.mp3	nein	0	2				de	Benchmark
fc914be39e030c3697ecec6ffacff39c9b3c64564619bc878003652d9ec52cdb573b2b64cf90f503f5afecd51648b6dea7e004f24adafaa0eecd7e04ffafec0a	common_voice_de_21949383.mp3	acht	1	2				de	Benchmark
a30bc89ea1b29c15624762e69d84c136a2e8224d43199699244bd128b5c8cb5953ff3e45a6159b7f38e2fc57503866be4205c5f8fc3ad273eb237de8822b514d	common_voice_de_21950024.mp3	neun	1	2				de	Benchmark
ac2288de01d0873c2aef5bf6dc0e035777f824dac19e075496c084cc065a0870c7035476508172c7c3648c8f5bcf013db7dd2f479a699f239604ccdf9335df4c	common_voice_de_21950077.mp3	nan	0	2				de	Benchmark
ac2288de01d0873c2aef5bf6dc0e035777f824dac19e075496c084cc065a0870c7035476508172c7c3648c8f5bcf013db7dd2f479a699f239604ccdf9335df4c	common_voice_de_21950082.mp3	sieben	0	2				de	Benchmark
ac2288de01d0873c2aef5bf6dc0e035777f824dac19e075496c084cc065a0870c7035476508172c7c3648c8f5bcf013db7dd2f479a699f239604ccdf9335df4c	common_voice_de_21950084.mp3	drei	0	2				de	Benchmark
6777f873b3529244867f418985b2a2c520abbd9e71dfa3f1c7daba9a9fd66a3e83963b9ac9db74049a0090eea244322ce9ac2e7712346886ca8ef05f427d0b57	common_voice_de_21950381.mp3	Hei	2	3	thirties	male	germany	de	Benchmark
6777f873b3529244867f418985b2a2c520abbd9e71dfa3f1c7daba9a9fd66a3e83963b9ac9db74049a0090eea244322ce9ac2e7712346886ca8ef05f427d0b57	common_voice_de_21950427.mp3	Firefox	2	3	thirties	male	germany	de	Benchmark
7cf62a1af1b1195fdf03cbfd84c1b3b228975b13986ed5d69f06e73ef4e1d9228333c0d30da60cbb426df735aa7f9e860f7401254e35e0e8579b8e77cb617742	common_voice_de_21950703.mp3	nan	0	2				de	Benchmark
7cf62a1af1b1195fdf03cbfd84c1b3b228975b13986ed5d69f06e73ef4e1d9228333c0d30da60cbb426df735aa7f9e860f7401254e35e0e8579b8e77cb617742	common_voice_de_21950708.mp3	zwei	0	3				de	Benchmark
b6d3e5f87d74f67cf6c1a4ff8a27b3e747456ea78cc981e1d5040227c290a096539d4e737dab8e7ddf78c5c2bda3199e6a6749b3fde791890e84772b462f3b03	common_voice_de_21951123.mp3	nein	1	2				de	Benchmark
b6d3e5f87d74f67cf6c1a4ff8a27b3e747456ea78cc981e1d5040227c290a096539d4e737dab8e7ddf78c5c2bda3199e6a6749b3fde791890e84772b462f3b03	common_voice_de_21951130.mp3	drei	0	3				de	Benchmark
c52ab92e330c3fa1a478814d0be2bf32cc5bf7bd2ba71f42b27236de5f94b675b10e0cfc297b4b57f6d73bc4c9719511e7d90e337326fdc05348ecc530a2ae96	common_voice_de_21951325.mp3	nein	0	3				de	Benchmark
9c663c1c756f232195664dcb7a08f3fd8e5db829dee61e1ded5208e2e85f57134b834a6a0a59dba2d15a0dad9afc937f5762884a0cc195138eb964e422ca1b05	common_voice_de_21951328.mp3	nein	0	3				de	Benchmark
9c663c1c756f232195664dcb7a08f3fd8e5db829dee61e1ded5208e2e85f57134b834a6a0a59dba2d15a0dad9afc937f5762884a0cc195138eb964e422ca1b05	common_voice_de_21951330.mp3	nan	0	2				de	Benchmark
9c663c1c756f232195664dcb7a08f3fd8e5db829dee61e1ded5208e2e85f57134b834a6a0a59dba2d15a0dad9afc937f5762884a0cc195138eb964e422ca1b05	common_voice_de_21951332.mp3	vier	0	3				de	Benchmark
9c663c1c756f232195664dcb7a08f3fd8e5db829dee61e1ded5208e2e85f57134b834a6a0a59dba2d15a0dad9afc937f5762884a0cc195138eb964e422ca1b05	common_voice_de_21951333.mp3	sieben	0	4				de	Benchmark
f2fe833177a3134ad247762edc12630784d8cdeacad84ba1dc8239f0a26d88d282ed397a96d07d318314acee04dc54832724f165d3a34d46bb9828c8c966a0a6	common_voice_de_21951370.mp3	fünf	0	3				de	Benchmark
f2fe833177a3134ad247762edc12630784d8cdeacad84ba1dc8239f0a26d88d282ed397a96d07d318314acee04dc54832724f165d3a34d46bb9828c8c966a0a6	common_voice_de_21951372.mp3	drei	0	2				de	Benchmark
f2fe833177a3134ad247762edc12630784d8cdeacad84ba1dc8239f0a26d88d282ed397a96d07d318314acee04dc54832724f165d3a34d46bb9828c8c966a0a6	common_voice_de_21951380.mp3	eins	1	3				de	Benchmark
9c663c1c756f232195664dcb7a08f3fd8e5db829dee61e1ded5208e2e85f57134b834a6a0a59dba2d15a0dad9afc937f5762884a0cc195138eb964e422ca1b05	common_voice_de_21951452.mp3	acht	0	2				de	Benchmark
9c663c1c756f232195664dcb7a08f3fd8e5db829dee61e1ded5208e2e85f57134b834a6a0a59dba2d15a0dad9afc937f5762884a0cc195138eb964e422ca1b05	common_voice_de_21951454.mp3	eins	1	2				de	Benchmark
9c663c1c756f232195664dcb7a08f3fd8e5db829dee61e1ded5208e2e85f57134b834a6a0a59dba2d15a0dad9afc937f5762884a0cc195138eb964e422ca1b05	common_voice_de_21951455.mp3	drei	0	3				de	Benchmark
9c663c1c756f232195664dcb7a08f3fd8e5db829dee61e1ded5208e2e85f57134b834a6a0a59dba2d15a0dad9afc937f5762884a0cc195138eb964e422ca1b05	common_voice_de_21951457.mp3	neun	0	2				de	Benchmark
823ca7f3f6b3b0b695db64342c7a178689ac4af19008aecc54d5f838990965e94126ca09d902adae8faf5a56846b87ca4f24ac9fc4565eba3f82ec54ecee461b	common_voice_de_21951902.mp3	nan	1	2	fifties	female		de	Benchmark
ed52808be42fbaaea2264d3e47ec066b069a7c4315b8c7367252bc232add7973b3d81b53009bacc0e6f501009c258d126eb96555e454912604ef4a4f91108154	common_voice_de_21952891.mp3	neun	0	2				de	Benchmark
ed52808be42fbaaea2264d3e47ec066b069a7c4315b8c7367252bc232add7973b3d81b53009bacc0e6f501009c258d126eb96555e454912604ef4a4f91108154	common_voice_de_21952893.mp3	fünf	0	2				de	Benchmark
ed52808be42fbaaea2264d3e47ec066b069a7c4315b8c7367252bc232add7973b3d81b53009bacc0e6f501009c258d126eb96555e454912604ef4a4f91108154	common_voice_de_21952895.mp3	Firefox	0	2				de	Benchmark
ed52808be42fbaaea2264d3e47ec066b069a7c4315b8c7367252bc232add7973b3d81b53009bacc0e6f501009c258d126eb96555e454912604ef4a4f91108154	common_voice_de_21952896.mp3	drei	0	3				de	Benchmark
4825e7faa8a971d74cec7b66579cc4a5ff8d6a62577ed63d3657d3e00eb2ec27f9422a6336be6e7c108efc0fcda33a5ae54359414eb2b2c519342eb1901b68ba	common_voice_de_21953532.mp3	fünf	0	2				de	Benchmark
4825e7faa8a971d74cec7b66579cc4a5ff8d6a62577ed63d3657d3e00eb2ec27f9422a6336be6e7c108efc0fcda33a5ae54359414eb2b2c519342eb1901b68ba	common_voice_de_21953533.mp3	ja	0	4				de	Benchmark
4825e7faa8a971d74cec7b66579cc4a5ff8d6a62577ed63d3657d3e00eb2ec27f9422a6336be6e7c108efc0fcda33a5ae54359414eb2b2c519342eb1901b68ba	common_voice_de_21953534.mp3	vier	0	2				de	Benchmark
f120a163dfcb5346c9819d662e6f7c1a1b6c1618377d02c6d3ee32e47fee79fefd3b76806d3cced3575f5b143da85c285640b642afa9dd0174729aaa19d75a8a	common_voice_de_21953662.mp3	drei	2	3				de	Benchmark
f120a163dfcb5346c9819d662e6f7c1a1b6c1618377d02c6d3ee32e47fee79fefd3b76806d3cced3575f5b143da85c285640b642afa9dd0174729aaa19d75a8a	common_voice_de_21953663.mp3	zwei	0	2				de	Benchmark
f120a163dfcb5346c9819d662e6f7c1a1b6c1618377d02c6d3ee32e47fee79fefd3b76806d3cced3575f5b143da85c285640b642afa9dd0174729aaa19d75a8a	common_voice_de_21953664.mp3	acht	0	2				de	Benchmark
f120a163dfcb5346c9819d662e6f7c1a1b6c1618377d02c6d3ee32e47fee79fefd3b76806d3cced3575f5b143da85c285640b642afa9dd0174729aaa19d75a8a	common_voice_de_21953666.mp3	Firefox	0	3				de	Benchmark
f120a163dfcb5346c9819d662e6f7c1a1b6c1618377d02c6d3ee32e47fee79fefd3b76806d3cced3575f5b143da85c285640b642afa9dd0174729aaa19d75a8a	common_voice_de_21953667.mp3	ja	0	2				de	Benchmark
f120a163dfcb5346c9819d662e6f7c1a1b6c1618377d02c6d3ee32e47fee79fefd3b76806d3cced3575f5b143da85c285640b642afa9dd0174729aaa19d75a8a	common_voice_de_21953674.mp3	neun	0	2				de	Benchmark
f120a163dfcb5346c9819d662e6f7c1a1b6c1618377d02c6d3ee32e47fee79fefd3b76806d3cced3575f5b143da85c285640b642afa9dd0174729aaa19d75a8a	common_voice_de_21953676.mp3	nein	0	3				de	Benchmark
f120a163dfcb5346c9819d662e6f7c1a1b6c1618377d02c6d3ee32e47fee79fefd3b76806d3cced3575f5b143da85c285640b642afa9dd0174729aaa19d75a8a	common_voice_de_21953678.mp3	sechs	0	2				de	Benchmark
f120a163dfcb5346c9819d662e6f7c1a1b6c1618377d02c6d3ee32e47fee79fefd3b76806d3cced3575f5b143da85c285640b642afa9dd0174729aaa19d75a8a	common_voice_de_21953681.mp3	fünf	1	3				de	Benchmark
f120a163dfcb5346c9819d662e6f7c1a1b6c1618377d02c6d3ee32e47fee79fefd3b76806d3cced3575f5b143da85c285640b642afa9dd0174729aaa19d75a8a	common_voice_de_21953704.mp3	vier	2	3				de	Benchmark
f120a163dfcb5346c9819d662e6f7c1a1b6c1618377d02c6d3ee32e47fee79fefd3b76806d3cced3575f5b143da85c285640b642afa9dd0174729aaa19d75a8a	common_voice_de_21953705.mp3	eins	1	4				de	Benchmark
f120a163dfcb5346c9819d662e6f7c1a1b6c1618377d02c6d3ee32e47fee79fefd3b76806d3cced3575f5b143da85c285640b642afa9dd0174729aaa19d75a8a	common_voice_de_21953707.mp3	sieben	1	2				de	Benchmark
580122c4c34e540f8e2dbe95313e4b735f92cc266c009167c22d679721e39c552e9960326977709824daaf926b5ce317fad7c08f941fa3457090b53a11f123fc	common_voice_de_21953836.mp3	nan	0	2				de	Benchmark
580122c4c34e540f8e2dbe95313e4b735f92cc266c009167c22d679721e39c552e9960326977709824daaf926b5ce317fad7c08f941fa3457090b53a11f123fc	common_voice_de_21953838.mp3	vier	0	4				de	Benchmark
580122c4c34e540f8e2dbe95313e4b735f92cc266c009167c22d679721e39c552e9960326977709824daaf926b5ce317fad7c08f941fa3457090b53a11f123fc	common_voice_de_21953840.mp3	Hei	0	5				de	Benchmark
580122c4c34e540f8e2dbe95313e4b735f92cc266c009167c22d679721e39c552e9960326977709824daaf926b5ce317fad7c08f941fa3457090b53a11f123fc	common_voice_de_21953843.mp3	zwei	0	2				de	Benchmark
580122c4c34e540f8e2dbe95313e4b735f92cc266c009167c22d679721e39c552e9960326977709824daaf926b5ce317fad7c08f941fa3457090b53a11f123fc	common_voice_de_21953845.mp3	Firefox	0	3				de	Benchmark
74344391f79e0b09a5a0a19ff70b2e4561748098242cc2285d481a6b94570f30da321eb357fa7569cc544dc3f89bf9e55e2715b8c23b8e87a761ca1fd8f1af1f	common_voice_de_21954013.mp3	fünf	0	2				de	Benchmark
74344391f79e0b09a5a0a19ff70b2e4561748098242cc2285d481a6b94570f30da321eb357fa7569cc544dc3f89bf9e55e2715b8c23b8e87a761ca1fd8f1af1f	common_voice_de_21954015.mp3	nein	0	2				de	Benchmark
75c3e6376c6bf17e8706295302e2734f282e36aa9c94e12d7a1de9390e9e9116eae3d921ce03557543551c68b0f43456164b7cadbf23a27a4e290dc49af6c641	common_voice_de_21954227.mp3	fünf	1	2				de	Benchmark
9712f91bb32772db36141c39c397dab756bfa894015fc7373427e181eaa5cd2508bfdedbc9917ee52171b43c30ce708d04cecc491f6bf55767820b844bc96a2a	common_voice_de_21954907.mp3	Hei	2	3				de	Benchmark
939d0883b26a63263efa7c0190e7ab8f1115552eaaeffe70f77bc688ad615b32035e62f7a4ae01b0a9e832c3864d8c85e9571b848b3595470695e1ea2f9e9f0c	common_voice_de_21954990.mp3	neun	0	4				de	Benchmark
71beb29e3bffd85ed108284f0f8cdc260306232305dd962afef853997a2668930a48f1b60bb4d898755406213b6a39c05fcfa005ff880779a8dd793529261081	common_voice_de_21955004.mp3	zwei	2	3				de	Benchmark
9949601842d58efb08584f7f4e79f41ad4d4ee429a0c502a23a71dcd7ee19d69c46d36518d1b3feb18888c2b114d466aa7542600b012eecbe2bbadcd542d6597	common_voice_de_21955046.mp3	drei	2	5	teens	male	germany	de	Benchmark
9949601842d58efb08584f7f4e79f41ad4d4ee429a0c502a23a71dcd7ee19d69c46d36518d1b3feb18888c2b114d466aa7542600b012eecbe2bbadcd542d6597	common_voice_de_21955053.mp3	Firefox	1	2	teens	male	germany	de	Benchmark
8573a1eb8fd7408e2ea9bf2de97bfc10dcc897cfa93d18fdc1bded0a632774c5653c35b53c5f1f1f7247abff8f02fa72690b3af164e2a1ff0f54f1ab263e5308	common_voice_de_21955367.mp3	eins	0	2				de	Benchmark
799f59f8d4beb580a9534379f0ec20610e1ddc36bfdd0f0e211f53be1e8dc59f700a91bd84aa70e0584ac609aeed12bd9723ed57a36b9d152a5286372beb09d2	common_voice_de_21955546.mp3	Hei	1	2				de	Benchmark
e572bf9afa838ea88ea2b8a95e5c61dafa9e429ee3bc63482cb6aaa57d667e08d04f30f4cd83fbb0748310a5c27927722cd4d1862c8a50ae5d6eb02af49e69c0	common_voice_de_21955944.mp3	acht	0	3	teens	male	switzerland	de	Benchmark
69ee5ede06152c73607bf413b42fc8853a401a5b780b1b3ee98b23c21c42c8b034244e5db64647d667330e168c7c08d3e121cb71de14a6ccdf930c44e820512d	common_voice_de_21955951.mp3	sieben	0	3	fifties	male	germany	de	Benchmark
ba8def064a3956f33f08d73f418fc624592bf2f4c1f688ae15a929e1572601a0c4e109218e23c509a2d47858180ab72cd3f6c7dc313d8ec654d0a184c419c535	common_voice_de_21956116.mp3	zwei	1	2	thirties	male		de	Benchmark
ba8def064a3956f33f08d73f418fc624592bf2f4c1f688ae15a929e1572601a0c4e109218e23c509a2d47858180ab72cd3f6c7dc313d8ec654d0a184c419c535	common_voice_de_21956120.mp3	acht	0	3	thirties	male		de	Benchmark
ba8def064a3956f33f08d73f418fc624592bf2f4c1f688ae15a929e1572601a0c4e109218e23c509a2d47858180ab72cd3f6c7dc313d8ec654d0a184c419c535	common_voice_de_21956122.mp3	sechs	0	3	thirties	male		de	Benchmark
c304a7b199a21a0facb40ad3e03797e1f73592e68e0d55bed07a9eb76f72ddb4a4fdda0314571a0969119c11c46235eb0d7afc99f708b8d991d165619de2d4f4	common_voice_de_21956487.mp3	Hei	1	2				de	Benchmark
fc13d4ea1b4d295a06c0c6e7f7419f3651d991142a44136aaa81d0dffd3e8abc8fff7286a49146e2f3fb8c312cf8be62eaf96ea05e6075831a4b0f51ecb526dd	common_voice_de_21956547.mp3	Firefox	0	3				de	Benchmark
fc13d4ea1b4d295a06c0c6e7f7419f3651d991142a44136aaa81d0dffd3e8abc8fff7286a49146e2f3fb8c312cf8be62eaf96ea05e6075831a4b0f51ecb526dd	common_voice_de_21956549.mp3	sechs	1	3				de	Benchmark
fc13d4ea1b4d295a06c0c6e7f7419f3651d991142a44136aaa81d0dffd3e8abc8fff7286a49146e2f3fb8c312cf8be62eaf96ea05e6075831a4b0f51ecb526dd	common_voice_de_21956550.mp3	acht	0	3				de	Benchmark
fc13d4ea1b4d295a06c0c6e7f7419f3651d991142a44136aaa81d0dffd3e8abc8fff7286a49146e2f3fb8c312cf8be62eaf96ea05e6075831a4b0f51ecb526dd	common_voice_de_21956608.mp3	neun	1	2				de	Benchmark
d60f39df724f32d012244665f867f032a56c527ed1fd41f3e0eca458dab496eb984712bd143ee37445c383f28b9852e66b15953780e490cc5cf170ed39a30fe4	common_voice_de_21956948.mp3	acht	2	4				de	Benchmark
85a3500a567e6a67cc0bfbfae28b3b162e9a320ac9d83ea87a2c7686b0154f297e1c55e653acbdb9349eac536362b309bc707cdb3e8de1729af59c6d97e62637	common_voice_de_21957358.mp3	neun	1	2	thirties	male	germany	de	Benchmark
eb34177967999d82554599aff9d409559b2c8c06442c690150b8a48f15070e16519cc2242bf8ca030078db2a8cf75693d244859386f355612c265502eb46641e	common_voice_de_21957877.mp3	acht	0	2				de	Benchmark
eb34177967999d82554599aff9d409559b2c8c06442c690150b8a48f15070e16519cc2242bf8ca030078db2a8cf75693d244859386f355612c265502eb46641e	common_voice_de_21957879.mp3	Hei	0	2				de	Benchmark
eb34177967999d82554599aff9d409559b2c8c06442c690150b8a48f15070e16519cc2242bf8ca030078db2a8cf75693d244859386f355612c265502eb46641e	common_voice_de_21957881.mp3	vier	0	2				de	Benchmark
eb34177967999d82554599aff9d409559b2c8c06442c690150b8a48f15070e16519cc2242bf8ca030078db2a8cf75693d244859386f355612c265502eb46641e	common_voice_de_21957883.mp3	sechs	0	2				de	Benchmark
